case,prompt_id,seed,step,age,model,baseline_guided_noise_error,residual_relative_l1,corrected_feature_relative_l1,guided_noise_error,recovery_fraction,milliseconds
interior_seed101,interior,101,4,2,combined_spatial_shuffle,0.09249567985534668,0.9763480424880981,0.6737948656082153,0.10056744515895844,-0.08726640331997268,1143.798583984375
interior_seed101,interior,101,4,2,oracle,0.09249567985534668,0.0,0.0,0.011404481716454029,0.8767025472509699,1202.4892578125
interior_seed101,interior,101,9,2,cached_lowrank,0.1587284356355667,1.0026764869689941,0.4710770547389984,0.1658770889043808,-0.0450370044925477,1383.1884765625
interior_seed101,interior,101,9,2,conv_delta,0.1587284356355667,0.9997285604476929,0.46969205141067505,0.16448216140270233,-0.03624886583236991,1371.444091796875
interior_seed101,interior,101,9,2,shallow_delta,0.1587284356355667,0.9990115761756897,0.46935519576072693,0.16254128515720367,-0.024021212748490086,1349.5047607421875
interior_seed101,interior,101,9,2,combined,0.1587284356355667,0.9979733824729919,0.4688674211502075,0.1615394800901413,-0.017709772312181137,1349.07861328125
interior_seed101,interior,101,9,2,combined_spatial_shuffle,0.1587284356355667,1.0115315914154053,0.47523730993270874,0.16315308213233948,-0.02787557553286516,1344.5670166015625
interior_seed101,interior,101,9,2,oracle,0.1587284356355667,0.0,0.0,0.028384840115904808,0.8211735660201736,1347.390380859375
interior_seed101,interior,101,12,2,cached_lowrank,0.10651817917823792,0.9964300990104675,0.3842587471008301,0.10821952670812607,-0.015972367749933762,1433.2911376953125
interior_seed101,interior,101,12,2,conv_delta,0.10651817917823792,0.9962859749794006,0.384203165769577,0.1087084710597992,-0.02056261098770983,1428.5423583984375
interior_seed101,interior,101,12,2,shallow_delta,0.10651817917823792,0.9936887621879578,0.38320159912109375,0.10810600966215134,-0.014906661906569857,1406.7030029296875
interior_seed101,interior,101,12,2,combined,0.10651817917823792,0.9942689538002014,0.3834253251552582,0.10793879628181458,-0.01333685117917316,1408.1458740234375
interior_seed101,interior,101,12,2,combined_spatial_shuffle,0.10651817917823792,1.000248908996582,0.38573142886161804,0.10829179733991623,-0.016650849417079328,1407.135986328125
interior_seed101,interior,101,12,2,oracle,0.10651817917823792,0.0,0.0,0.027443911880254745,0.7423546657295692,1400.884765625
interior_seed101,interior,101,15,2,cached_lowrank,0.1005549505352974,0.9642999768257141,0.27578020095825195,0.09601586312055588,0.04514036743669004,1462.965576171875
interior_seed101,interior,101,15,2,conv_delta,0.1005549505352974,0.96490079164505,0.2759520411491394,0.09614471346139908,0.043858975121768944,1444.46826171875
interior_seed101,interior,101,15,2,shallow_delta,0.1005549505352974,0.963821530342102,0.27564334869384766,0.09562262892723083,0.04905100725334439,1445.2916259765625
interior_seed101,interior,101,15,2,combined,0.1005549505352974,0.9638227820396423,0.2756437361240387,0.09572650492191315,0.04801798009625928,1447.0482177734375
interior_seed101,interior,101,15,2,combined_spatial_shuffle,0.1005549505352974,0.9696522951126099,0.27731090784072876,0.09577921777963638,0.04749376067749747,1446.848876953125
interior_seed101,interior,101,15,2,oracle,0.1005549505352974,0.0,0.0,0.04129111021757126,0.5893677039493246,1449.895751953125
interior_seed101,interior,101,18,2,cached_lowrank,0.137383371591568,0.9194726347923279,0.25435304641723633,0.12550951540470123,0.0864286270551503,1490.6754150390625
interior_seed101,interior,101,18,2,conv_delta,0.137383371591568,0.9208225011825562,0.25472643971443176,0.12517759203910828,0.08884466446744896,1511.90380859375
interior_seed101,interior,101,18,2,shallow_delta,0.137383371591568,0.9204190373420715,0.25461483001708984,0.12508386373519897,0.08952690353920467,1507.036865234375
interior_seed101,interior,101,18,2,combined,0.137383371591568,0.9212077260017395,0.25483301281929016,0.12452927976846695,0.09356366548722825,1492.81103515625
interior_seed101,interior,101,18,2,combined_spatial_shuffle,0.137383371591568,0.9258707761764526,0.2561229467391968,0.12507224082946777,0.08961150552266563,1493.5667724609375
interior_seed101,interior,101,18,2,oracle,0.137383371591568,0.0,0.0,0.07224298268556595,0.4741504605059502,1497.9083251953125
interior_seed202,interior,202,4,2,cached_lowrank,0.09350889176130295,0.9641020894050598,0.6737059354782104,0.10813701897859573,-0.15643568158880036,1146.9625244140625
interior_seed202,interior,202,4,2,conv_delta,0.09350889176130295,0.9512027502059937,0.6646919846534729,0.10691098868846893,-0.1433243050444558,1169.5159912109375
interior_seed202,interior,202,4,2,shallow_delta,0.09350889176130295,0.964152991771698,0.6737414598464966,0.1039406880736351,-0.11155940484206629,1153.6688232421875
interior_seed202,interior,202,4,2,combined,0.09350889176130295,0.9529311656951904,0.6658997535705566,0.10393413156270981,-0.1114892883985731,1155.2525634765625
interior_seed202,interior,202,4,2,combined_spatial_shuffle,0.09350889176130295,0.9852491617202759,0.6884832978248596,0.1034448891878128,-0.10625724719177668,1151.26123046875
interior_seed202,interior,202,4,2,oracle,0.09350889176130295,0.0,0.0,0.008892061188817024,0.9049067845706535,1198.282958984375
interior_seed202,interior,202,9,2,cached_lowrank,0.07938482612371445,0.998725175857544,0.37124454975128174,0.07930971682071686,0.0009461418090220126,1369.1864013671875
interior_seed202,interior,202,9,2,conv_delta,0.07938482612371445,1.0030049085617065,0.3728354275226593,0.07886543869972229,0.006542653670145176,1370.638916015625
interior_seed202,interior,202,9,2,shallow_delta,0.07938482612371445,0.9947420358657837,0.36976394057273865,0.07807788252830505,0.016463393059180275,1372.9200439453125
interior_seed202,interior,202,9,2,combined,0.07938482612371445,0.9975184202194214,0.37079596519470215,0.0780102089047432,0.01731586861233442,1373.80712890625
interior_seed202,interior,202,9,2,combined_spatial_shuffle,0.07938482612371445,1.0120011568069458,0.3761794865131378,0.0795624852180481,-0.002237947766702697,1363.3072509765625
interior_seed202,interior,202,9,2,oracle,0.07938482612371445,0.0,0.0,0.021185481920838356,0.7331293276649293,1358.497802734375
interior_seed202,interior,202,12,2,cached_lowrank,0.10084091126918793,0.9960941672325134,0.318429172039032,0.10027475655078888,0.0056143356032130306,1426.8974609375
interior_seed202,interior,202,12,2,conv_delta,0.10084091126918793,0.9998846054077148,0.3196409046649933,0.10063600540161133,0.0020319715976149493,1428.778076171875
interior_seed202,interior,202,12,2,shallow_delta,0.10084091126918793,0.9954478740692139,0.3182225823402405,0.09992750734090805,0.009057870627939956,1427.393798828125
interior_seed202,interior,202,12,2,combined,0.10084091126918793,0.9959457516670227,0.31838172674179077,0.10019771009683609,0.00637837524727296,1430.3177490234375
interior_seed202,interior,202,12,2,combined_spatial_shuffle,0.10084091126918793,1.0047446489334106,0.32119452953338623,0.10088072717189789,-0.0003948387832759177,1427.578125
interior_seed202,interior,202,12,2,oracle,0.10084091126918793,0.0,0.0,0.029273463413119316,0.7097064768189589,1438.15625
interior_seed202,interior,202,15,2,cached_lowrank,0.09158850461244583,0.974800705909729,0.2516871392726898,0.08874256163835526,0.031073145981945043,1472.5372314453125
interior_seed202,interior,202,15,2,conv_delta,0.09158850461244583,0.9776542782783508,0.2524239122867584,0.0888540968298912,0.029855360059924504,1485.8502197265625
interior_seed202,interior,202,15,2,shallow_delta,0.09158850461244583,0.9729443192481995,0.2512078285217285,0.08840592205524445,0.03474871186802747,1487.554931640625
interior_seed202,interior,202,15,2,combined,0.09158850461244583,0.9731037020683289,0.2512489855289459,0.08845778554677963,0.03418244548170917,1487.2646484375
interior_seed202,interior,202,15,2,combined_spatial_shuffle,0.09158850461244583,0.979401171207428,0.2528749406337738,0.08840436488389969,0.03476571368884927,1468.82177734375
interior_seed202,interior,202,15,2,oracle,0.09158850461244583,0.0,0.0,0.03958365321159363,0.5678098099855354,1459.197509765625
interior_seed202,interior,202,18,2,cached_lowrank,0.1188446581363678,0.9120948910713196,0.24035289883613586,0.11038163304328918,0.071210816083696,1547.906982421875
interior_seed202,interior,202,18,2,conv_delta,0.1188446581363678,0.9138607978820801,0.24081823229789734,0.11017434298992157,0.07295502618634749,1519.791259765625
interior_seed202,interior,202,18,2,shallow_delta,0.1188446581363678,0.9123602509498596,0.2404228299856186,0.11002986878156662,0.07417068207379321,1518.1595458984375
interior_seed202,interior,202,18,2,combined,0.1188446581363678,0.9129477143287659,0.24057762324810028,0.10971003770828247,0.07686185118731921,1516.976806640625
interior_seed202,interior,202,18,2,combined_spatial_shuffle,0.1188446581363678,0.9191777110099792,0.24221934378147125,0.10983578115701675,0.07580380238053146,1518.2666015625
interior_seed202,interior,202,18,2,oracle,0.1188446581363678,0.0,0.0,0.0670340433716774,0.43595240692468085,1518.0255126953125
nature_seed101,nature,101,4,2,cached_lowrank,0.04788589105010033,1.0306973457336426,0.4179048240184784,0.049069177359342575,-0.024710541733560774,1184.0006103515625
nature_seed101,nature,101,4,2,conv_delta,0.04788589105010033,1.0419397354125977,0.4224631190299988,0.04675697162747383,0.02357519924700514,1206.3291015625
nature_seed101,nature,101,4,2,shallow_delta,0.04788589105010033,1.0421069860458374,0.4225309491157532,0.045440562069416046,0.051065750830988396,1197.35107421875
nature_seed101,nature,101,4,2,combined,0.04788589105010033,1.0485175848007202,0.4251301884651184,0.04595842957496643,0.04025113520634503,1203.4169921875
nature_seed101,nature,101,4,2,combined_spatial_shuffle,0.04788589105010033,1.0939503908157349,0.44355130195617676,0.04882494732737541,-0.01961029139653272,1153.4859619140625
nature_seed101,nature,101,4,2,oracle,0.04788589105010033,0.0,0.0,0.008185132406651974,0.8290700616160963,1224.1361083984375
nature_seed101,nature,101,9,2,cached_lowrank,0.05118685960769653,1.0211561918258667,0.26893529295921326,0.05026736855506897,0.01796341990258194,1350.7679443359375
nature_seed101,nature,101,9,2,conv_delta,0.05118685960769653,1.0234235525131226,0.2695324420928955,0.04943466931581497,0.034231252030513304,1367.397705078125
nature_seed101,nature,101,9,2,shallow_delta,0.05118685960769653,1.017401099205017,0.2679463326931,0.04916445165872574,0.039510295503002536,1362.2923583984375
nature_seed101,nature,101,9,2,combined,0.05118685960769653,1.0126404762268066,0.26669254899024963,0.04930784925818443,0.036708842150370354,1329.018310546875
nature_seed101,nature,101,9,2,combined_spatial_shuffle,0.05118685960769653,1.0415072441101074,0.27429503202438354,0.049952372908592224,0.02411725799483682,1317.6251220703125
nature_seed101,nature,101,9,2,oracle,0.05118685960769653,0.0,0.0,0.01590377651154995,0.6892996242895387,1334.5042724609375
nature_seed101,nature,101,12,2,cached_lowrank,0.056858863681554794,0.9909124374389648,0.2227310836315155,0.05389945209026337,0.05204837732716545,1439.6636962890625
nature_seed101,nature,101,12,2,conv_delta,0.056858863681554794,0.9906700253486633,0.2226766049861908,0.053377941250801086,0.061220400925510066,1418.9287109375
nature_seed101,nature,101,12,2,shallow_delta,0.056858863681554794,0.9892798662185669,0.2223641276359558,0.05324143171310425,0.06362124977928557,1411.3472900390625
nature_seed101,nature,101,12,2,combined,0.056858863681554794,0.9884023070335388,0.22216686606407166,0.05357503145933151,0.05775409513307893,1414.5972900390625
nature_seed101,nature,101,12,2,combined_spatial_shuffle,0.056858863681554794,1.0038574934005737,0.22564078867435455,0.053727392107248306,0.05507446634608612,1410.197265625
nature_seed101,nature,101,12,2,oracle,0.056858863681554794,0.0,0.0,0.02193906158208847,0.6141487859314083,1413.459228515625
nature_seed101,nature,101,15,2,cached_lowrank,0.06752579659223557,0.9558386206626892,0.18297618627548218,0.05866291746497154,0.13125175228637168,1466.4302978515625
nature_seed101,nature,101,15,2,conv_delta,0.06752579659223557,0.9559988379478455,0.1830068677663803,0.058797162026166916,0.12926370374832882,1467.0035400390625
nature_seed101,nature,101,15,2,shallow_delta,0.06752579659223557,0.9526646733283997,0.18236860632896423,0.0582820326089859,0.13689233522218908,1468.979248046875
nature_seed101,nature,101,15,2,combined,0.06752579659223557,0.952269434928894,0.18229295313358307,0.05856448411941528,0.13270946697503597,1470.3897705078125
nature_seed101,nature,101,15,2,combined_spatial_shuffle,0.06752579659223557,0.9636185169219971,0.18446549773216248,0.0588553361594677,0.1284021939811494,1468.0926513671875
nature_seed101,nature,101,15,2,oracle,0.06752579659223557,0.0,0.0,0.03272358328104019,0.5153913773332235,1467.9100341796875
nature_seed101,nature,101,18,2,cached_lowrank,0.11561768501996994,0.8909213542938232,0.2120068371295929,0.09862381219863892,0.14698333406689276,1514.8973388671875
nature_seed101,nature,101,18,2,conv_delta,0.11561768501996994,0.8911337852478027,0.21205738186836243,0.09760981798171997,0.15575356862697587,1509.6329345703125
nature_seed101,nature,101,18,2,shallow_delta,0.11561768501996994,0.8886917233467102,0.21147625148296356,0.09811258316040039,0.1514050541363633,1510.3172607421875
nature_seed101,nature,101,18,2,combined,0.11561768501996994,0.8896011710166931,0.211692675948143,0.09762823581695557,0.15559426916312297,1508.6422119140625
nature_seed101,nature,101,18,2,combined_spatial_shuffle,0.11561768501996994,0.8985252976417542,0.213816300034523,0.09894192218780518,0.1442319384727731,1510.6893310546875
nature_seed101,nature,101,18,2,oracle,0.11561768501996994,0.0,0.0,0.06286397576332092,0.4562771625079432,1511.553955078125
nature_seed202,nature,202,4,2,cached_lowrank,0.04916190356016159,1.1075434684753418,0.40438133478164673,0.05172723904252052,-0.052181370056584936,1141.6827392578125
nature_seed202,nature,202,4,2,conv_delta,0.04916190356016159,1.1481599807739258,0.41921108961105347,0.047607552260160446,0.03161698769656094,1135.1165771484375
nature_seed202,nature,202,4,2,shallow_delta,0.04916190356016159,1.1642048358917236,0.42506933212280273,0.045618802309036255,0.07207005820654373,1146.6920166015625
nature_seed202,nature,202,4,2,combined,0.04916190356016159,1.1791306734085083,0.4305189847946167,0.047179266810417175,0.040328722164270456,1146.982177734375
nature_seed202,nature,202,4,2,combined_spatial_shuffle,0.04916190356016159,1.2065675258636475,0.44053658843040466,0.051837947219610214,-0.054433279951697375,1127.6427001953125
nature_seed202,nature,202,4,2,oracle,0.04916190356016159,0.0,0.0,0.009814497083425522,0.8003637700599797,1155.2349853515625
nature_seed202,nature,202,9,2,cached_lowrank,0.04820374771952629,1.0340169668197632,0.2578810453414917,0.046890467405319214,0.027244361202958825,1243.1419677734375
nature_seed202,nature,202,9,2,conv_delta,0.04820374771952629,1.038425087928772,0.2589804232120514,0.04618404805660248,0.041899224821178714,1224.988525390625
nature_seed202,nature,202,9,2,shallow_delta,0.04820374771952629,1.0300143957138062,0.25688281655311584,0.0458749383687973,0.048311790284008116,1223.60107421875
nature_seed202,nature,202,9,2,combined,0.04820374771952629,1.0257426500320435,0.2558174431324005,0.045895662158727646,0.047881869563923755,1222.877197265625
nature_seed202,nature,202,9,2,combined_spatial_shuffle,0.04820374771952629,1.0465742349624634,0.2610127925872803,0.046513739973306656,0.03505967536078216,1216.5697021484375
nature_seed202,nature,202,9,2,oracle,0.04820374771952629,0.0,0.0,0.015138980001211166,0.6859376974317976,1236.634521484375
nature_seed202,nature,202,12,2,cached_lowrank,0.06467912346124649,1.0035309791564941,0.21654722094535828,0.060916051268577576,0.05818063064697558,1323.88623046875
nature_seed202,nature,202,12,2,conv_delta,0.06467912346124649,1.0058412551879883,0.21704573929309845,0.06028437241911888,0.06794697897785819,1309.7816162109375
nature_seed202,nature,202,12,2,shallow_delta,0.06467912346124649,1.0028696060180664,0.2164044976234436,0.06021018326282501,0.069094013017958,1315.8756103515625
nature_seed202,nature,202,12,2,combined,0.06467912346124649,0.9978606104850769,0.21532364189624786,0.06018862873315811,0.06942726629217431,1321.51611328125
nature_seed202,nature,202,12,2,combined_spatial_shuffle,0.06467912346124649,1.0124826431274414,0.21847884356975555,0.06037265807390213,0.06658199983066633,1309.169677734375
nature_seed202,nature,202,12,2,oracle,0.06467912346124649,0.0,0.0,0.02375492826104164,0.6327264967455105,1315.6343994140625
nature_seed202,nature,202,15,2,cached_lowrank,0.07828500121831894,0.9599103331565857,0.2330700010061264,0.07153427600860596,0.08623267681745007,1388.1475830078125
nature_seed202,nature,202,15,2,conv_delta,0.07828500121831894,0.9582992792129517,0.2326788306236267,0.07138463854789734,0.08814412164570412,1388.65771484375
nature_seed202,nature,202,15,2,shallow_delta,0.07828500121831894,0.9583936929702759,0.23270174860954285,0.07096649706363678,0.09348539363590898,1400.0804443359375
nature_seed202,nature,202,15,2,combined,0.07828500121831894,0.9574191570281982,0.23246513307094574,0.07145161926746368,0.08728852071929485,1371.751220703125
nature_seed202,nature,202,15,2,combined_spatial_shuffle,0.07828500121831894,0.9647395014762878,0.23424255847930908,0.07135698944330215,0.08849730685570466,1368.4669189453125
nature_seed202,nature,202,15,2,oracle,0.07828500121831894,0.0,0.0,0.04145975038409233,0.47039982450187895,1373.4139404296875
nature_seed202,nature,202,18,2,cached_lowrank,0.13643896579742432,0.8732700347900391,0.22289016842842102,0.12076231092214584,0.11489866390921014,1435.2449951171875
nature_seed202,nature,202,18,2,conv_delta,0.13643896579742432,0.8717374205589294,0.22249899804592133,0.11952906847000122,0.12393744872362789,1422.7530517578125
nature_seed202,nature,202,18,2,shallow_delta,0.13643896579742432,0.8722161054611206,0.22262117266654968,0.11982277035713196,0.12178482402866497,1417.33349609375
nature_seed202,nature,202,18,2,combined,0.13643896579742432,0.8728455305099487,0.22278182208538055,0.11930856853723526,0.1255535554676012,1418.627197265625
nature_seed202,nature,202,18,2,combined_spatial_shuffle,0.13643896579742432,0.8817639946937561,0.2250581532716751,0.11999979615211487,0.1204873516097832,1428.783447265625
nature_seed202,nature,202,18,2,oracle,0.13643896579742432,0.0,0.0,0.07824572920799255,0.42651478812755944,1424.913330078125
objects_seed101,objects,101,4,2,cached_lowrank,0.16595271229743958,1.0032292604446411,0.7207953929901123,0.1800963133573532,-0.0852266941836048,1143.1641845703125
objects_seed101,objects,101,4,2,conv_delta,0.16595271229743958,0.9922564029693604,0.7129116654396057,0.17018893361091614,-0.025526677177073902,1176.442138671875
objects_seed101,objects,101,4,2,shallow_delta,0.16595271229743958,0.9924495220184326,0.7130504250526428,0.16386467218399048,0.012582139119887783,1154.197998046875
objects_seed101,objects,101,4,2,combined,0.16595271229743958,0.992875874042511,0.7133567333221436,0.16805210709571838,-0.01265056032658286,1170.519775390625
objects_seed101,objects,101,4,2,combined_spatial_shuffle,0.16595271229743958,1.0435590744018555,0.7497714161872864,0.17805887758731842,-0.07294948737072028,1153.628662109375
objects_seed101,objects,101,4,2,oracle,0.16595271229743958,0.0,0.0,0.01959211565554142,0.8819415761013525,1207.9691162109375
objects_seed101,objects,101,9,2,cached_lowrank,0.06973762810230255,0.9994593858718872,0.3060120642185211,0.07096356153488159,-0.017579224673093856,1398.253173828125
objects_seed101,objects,101,9,2,conv_delta,0.06973762810230255,1.0092921257019043,0.3090226352214813,0.07026338577270508,-0.007539081622209169,1403.754638671875
objects_seed101,objects,101,9,2,shallow_delta,0.06973762810230255,1.001368522644043,0.3065966069698334,0.06955117732286453,0.00267360368443421,1387.91064453125
objects_seed101,objects,101,9,2,combined,0.06973762810230255,1.0063269138336182,0.3081147372722626,0.06940047442913055,0.004834601955165509,1373.6925048828125
objects_seed101,objects,101,9,2,combined_spatial_shuffle,0.06973762810230255,1.0320777893066406,0.3159990906715393,0.07063642144203186,-0.0128882120626588,1367.8062744140625
objects_seed101,objects,101,9,2,oracle,0.06973762810230255,0.0,0.0,0.02368820272386074,0.6603239403394819,1371.7054443359375
objects_seed101,objects,101,12,2,cached_lowrank,0.0792541429400444,0.9821831583976746,0.2184874564409256,0.07942817360162735,-0.002195855700749936,1434.5531005859375
objects_seed101,objects,101,12,2,conv_delta,0.0792541429400444,0.9863653779029846,0.21941779553890228,0.07929200679063797,-0.00047775231917164025,1420.660400390625
objects_seed101,objects,101,12,2,shallow_delta,0.0792541429400444,0.9829243421554565,0.21865233778953552,0.07878368347883224,0.005936086667015753,1440.0159912109375
objects_seed101,objects,101,12,2,combined,0.0792541429400444,0.9860365390777588,0.21934464573860168,0.07902228087186813,0.0029255513917004023,1444.817138671875
objects_seed101,objects,101,12,2,combined_spatial_shuffle,0.0792541429400444,1.0005706548690796,0.2225777804851532,0.07906238734722137,0.0024195024475640505,1423.142822265625
objects_seed101,objects,101,12,2,oracle,0.0792541429400444,0.0,0.0,0.026360956951975822,0.6673870163239564,1429.9774169921875
objects_seed101,objects,101,15,2,cached_lowrank,0.08359766006469727,0.9439097046852112,0.19126544892787933,0.07674995064735413,0.08191269243712818,1464.4281005859375
objects_seed101,objects,101,15,2,conv_delta,0.08359766006469727,0.9454041123390198,0.1915682554244995,0.07693187892436981,0.0797364559626277,1452.096923828125
objects_seed101,objects,101,15,2,shallow_delta,0.08359766006469727,0.9430592656135559,0.19109313189983368,0.07670670747756958,0.08242996971200739,1454.24658203125
objects_seed101,objects,101,15,2,combined,0.08359766006469727,0.9452460408210754,0.19153623282909393,0.07692960649728775,0.07976363886559774,1453.526611328125
objects_seed101,objects,101,15,2,combined_spatial_shuffle,0.08359766006469727,0.9507662057876587,0.1926547884941101,0.07691101729869843,0.07998600392431994,1474.696533203125
objects_seed101,objects,101,15,2,oracle,0.08359766006469727,0.0,0.0,0.03564856946468353,0.5735697693321241,1449.7264404296875
objects_seed101,objects,101,18,2,cached_lowrank,0.12690651416778564,0.8331710696220398,0.19145718216896057,0.10981195420026779,0.13470198972541939,1485.3997802734375
objects_seed101,objects,101,18,2,conv_delta,0.12690651416778564,0.8374107480049133,0.19243143498897552,0.10940208286046982,0.1379317005285707,1473.88916015625
objects_seed101,objects,101,18,2,shallow_delta,0.12690651416778564,0.8346062302589417,0.1917869746685028,0.10916981846094131,0.13976190129526597,1475.615966796875
objects_seed101,objects,101,18,2,combined,0.12690651416778564,0.8393197059631348,0.1928700953722,0.10928656905889511,0.13884192804787665,1475.9691162109375
objects_seed101,objects,101,18,2,combined_spatial_shuffle,0.12690651416778564,0.8454049229621887,0.19426845014095306,0.11018584668636322,0.13175578567476603,1478.87939453125
objects_seed101,objects,101,18,2,oracle,0.12690651416778564,0.0,0.0,0.07033350318670273,0.4457849256365722,1477.6728515625
objects_seed202,objects,202,4,2,cached_lowrank,0.103103868663311,1.01095449924469,0.5628007054328918,0.10870818793773651,-0.05435605227119645,1117.729736328125
objects_seed202,objects,202,4,2,conv_delta,0.103103868663311,1.0158671140670776,0.5655355453491211,0.1092577651143074,-0.05968637773517641,1110.5582275390625
objects_seed202,objects,202,4,2,shallow_delta,0.103103868663311,1.0033572912216187,0.5585713386535645,0.1067204475402832,-0.03507704341126377,1111.0426025390625
objects_seed202,objects,202,4,2,combined,0.103103868663311,1.005808711051941,0.559935986995697,0.10758925974369049,-0.04350361570841415,1134.529296875
objects_seed202,objects,202,4,2,combined_spatial_shuffle,0.103103868663311,1.0256953239440918,0.5710069537162781,0.10836798697710037,-0.05105645774533946,1109.8984375
objects_seed202,objects,202,4,2,oracle,0.103103868663311,0.0,0.0,0.012993290089070797,0.8739786367134215,1106.345947265625
objects_seed202,objects,202,9,2,cached_lowrank,0.13834348320960999,0.9872964024543762,0.4730015695095062,0.14939652383327484,-0.07989563633379053,1316.35546875
objects_seed202,objects,202,9,2,conv_delta,0.13834348320960999,0.988354504108429,0.4735085070133209,0.14908885955810547,-0.07767172041067316,1292.42431640625
objects_seed202,objects,202,9,2,shallow_delta,0.13834348320960999,0.9842342734336853,0.4715345501899719,0.14815881848335266,-0.07094902518010951,1282.017333984375
objects_seed202,objects,202,9,2,combined,0.13834348320960999,0.9816348552703857,0.4702892005443573,0.14832350611686707,-0.07213945084884071,1287.199462890625
objects_seed202,objects,202,9,2,combined_spatial_shuffle,0.13834348320960999,0.9969635605812073,0.477632999420166,0.14750875532627106,-0.0662501182131896,1281.148681640625
objects_seed202,objects,202,9,2,oracle,0.13834348320960999,0.0,0.0,0.019322780892252922,0.8603274946968325,1317.9139404296875
objects_seed202,objects,202,12,2,cached_lowrank,0.0994471088051796,0.9859458208084106,0.31510689854621887,0.09851942956447601,0.009328368133063971,1421.440185546875
objects_seed202,objects,202,12,2,conv_delta,0.0994471088051796,0.9883344173431396,0.3158702850341797,0.0985741913318634,0.008777705896169077,1398.6898193359375
objects_seed202,objects,202,12,2,shallow_delta,0.0994471088051796,0.9808823466300964,0.31348860263824463,0.09851504862308502,0.009372421112015562,1400.32470703125
objects_seed202,objects,202,12,2,combined,0.0994471088051796,0.9819072484970093,0.3138161599636078,0.09868961572647095,0.007617044756852654,1402.9820556640625
objects_seed202,objects,202,12,2,combined_spatial_shuffle,0.0994471088051796,0.9907563328742981,0.3166443109512329,0.09882666915655136,0.006238890763970806,1400.8419189453125
objects_seed202,objects,202,12,2,oracle,0.0994471088051796,0.0,0.0,0.024340763688087463,0.7552391016638615,1414.400146484375
objects_seed202,objects,202,15,2,cached_lowrank,0.09519638121128082,0.9618877172470093,0.2643575966358185,0.09140942990779877,0.03978041239905136,1470.3214111328125
objects_seed202,objects,202,15,2,conv_delta,0.09519638121128082,0.9640111923217773,0.26494118571281433,0.09196280688047409,0.03396740810588241,1470.0604248046875
objects_seed202,objects,202,15,2,shallow_delta,0.09519638121128082,0.9599229693412781,0.26381760835647583,0.09133085608482361,0.040605799057403115,1470.568359375
objects_seed202,objects,202,15,2,combined,0.09519638121128082,0.9612310528755188,0.2641771137714386,0.09139624238014221,0.039918942115084226,1473.762939453125
objects_seed202,objects,202,15,2,combined_spatial_shuffle,0.09519638121128082,0.9651179313659668,0.26524534821510315,0.09136145561933517,0.04028436315698109,1475.301025390625
objects_seed202,objects,202,15,2,oracle,0.09519638121128082,0.0,0.0,0.03426208347082138,0.6400904841668361,1469.827880859375
objects_seed202,objects,202,18,2,cached_lowrank,0.13418836891651154,0.8786680698394775,0.23871460556983948,0.11707907170057297,0.12750208795356566,1499.760986328125
objects_seed202,objects,202,18,2,conv_delta,0.13418836891651154,0.8810698390007019,0.23936711251735687,0.11710992455482483,0.12727216598267518,1498.8656005859375
objects_seed202,objects,202,18,2,shallow_delta,0.13418836891651154,0.8795446753501892,0.23895277082920074,0.11696591973304749,0.12834532025781908,1501.2142333984375
objects_seed202,objects,202,18,2,combined,0.13418836891651154,0.8812288641929626,0.23941031098365784,0.11684589087963104,0.12923980056476075,1501.43701171875
objects_seed202,objects,202,18,2,combined_spatial_shuffle,0.13418836891651154,0.8890084624290466,0.2415238618850708,0.11791609227657318,0.12126443425258814,1501.4346923828125
objects_seed202,objects,202,18,2,oracle,0.13418836891651154,0.0,0.0,0.06925220042467117,0.48391801030268083,1492.8375244140625
people_seed101,people,101,4,2,cached_lowrank,0.08792447298765182,1.0333648920059204,0.5800479054450989,0.08881684392690659,-0.010149289599723684,1079.7769775390625
people_seed101,people,101,4,2,conv_delta,0.08792447298765182,1.0176539421081543,0.571229100227356,0.09104219079017639,-0.035459044525207685,1087.435302734375
people_seed101,people,101,4,2,shallow_delta,0.08792447298765182,1.014219880104065,0.5693014860153198,0.08951910585165024,-0.018136393768574132,1085.447021484375
people_seed101,people,101,4,2,combined,0.08792447298765182,1.010939121246338,0.5674599409103394,0.09068908542394638,-0.03144303676045712,1087.9970703125
people_seed101,people,101,4,2,combined_spatial_shuffle,0.08792447298765182,1.0606791973114014,0.5953800082206726,0.0890185609459877,-0.012443497483226667,1082.0244140625
people_seed101,people,101,4,2,oracle,0.08792447298765182,0.0,0.0,0.009669496677815914,0.8900249685980614,1101.4326171875
people_seed101,people,101,9,2,cached_lowrank,0.20442071557044983,0.9849909543991089,0.5116457343101501,0.2126106470823288,-0.040064097657736934,1304.3839111328125
people_seed101,people,101,9,2,conv_delta,0.20442071557044983,0.9838083386421204,0.511031448841095,0.21208617091178894,-0.0374984272995432,1312.103759765625
people_seed101,people,101,9,2,shallow_delta,0.20442071557044983,0.983272910118103,0.510753333568573,0.2116410881280899,-0.03532113923723992,1311.0390625
people_seed101,people,101,9,2,combined,0.20442071557044983,0.982329249382019,0.5102631449699402,0.21175800263881683,-0.03589307007311763,1314.50439453125
people_seed101,people,101,9,2,combined_spatial_shuffle,0.20442071557044983,0.9996134042739868,0.5192412734031677,0.21211595833301544,-0.03764414355507717,1306.75048828125
